Date of Cartoon,Title,Major Subject
"Monday, April 29, 1957","""You Say You Have This Impression That You Keep Smelling Oil?""",Eisenhower Administration
"Tuesday, April 30, 1957","""Look, Lady -- You Don't See Me Worrying""",Eisenhower Administration
"Wednesday, May 1, 1957","""We Don't Want You To Feel Left Out Of This""",Eisenhower Administration
"Thursday, May 2, 1957","""We're Not Going To Keep You Cooped Up In The Hold""",Senate
"Friday, May 3, 1957","""Confidentially, Which Of Us Do You Think Is Ahead?""",Eisenhower Administration
"Sunday, May 5, 1957",Hot Rod,Congress
"Monday, May 6, 1957","""Did I Hear Somebody Knock A Few Months Ago?""",Soviet Union
"Tuesday, May 7, 1957","""And With The One That Can Blow Up The Entire World We Get Trading Stamps""",Congress
"Wednesday, May 8, 1957","""It's Easier If You Keep Your Eyes Closed""",Eisenhower Administration
"Thursday, May 9, 1957",The Prodigal Father,Eisenhower Administration
"Friday, May 10, 1957","""It's Time To Get Into My Roomier-Than-Ever Car And Get The Kids At The More-Crowded-Than-Ever School""",Schools
"Sunday, May 12, 1957","""Boy, Do You Look Silly""",Congress
"Monday, May 13, 1957","""Don't Worry. I Don't Think There's Anything in There""",Eisenhower Administration
"Tuesday, May 14, 1957","""How Dare You Treat Americans The Way We Do?""",Eisenhower Administration
"Wednesday, May 15, 1957","""Remember All Those Nice Peanuts?""",Eisenhower Administration
"Thursday, May 16, 1957","""This Needs Action. Let's Send Them Sympathy Cards""",Eisenhower Administration
"Friday, May 17, 1957","""It's Real Private Enterprise -- He Takes Your Money To The Bank All By Himself""",Eisenhower Administration
"Sunday, May 19, 1957","""I'll Speak To Him Again""",Eisenhower Administration
"Monday, May 20, 1957","""Get Back in There. Everything's Simpler That Way""",Eisenhower Administration
"Tuesday, May 21, 1957","""Next""",Congress
"Wednesday, May 22, 1957","""So I Looked Them Straight In The Eye And Said --""",Labor
"Thursday, May 23, 1957","""Mr. Stassen Will Now Explain Our Position""",Eisenhower Administration
"Friday, May 24, 1957","""Anybody Think This Road Is Too Steep?""",Eisenhower Administration
"Sunday, May 26, 1957","""While You're Talking, I'll Bring Some More Chairs""",Cold War
"Monday, May 27, 1957","""I Forgot to Tell You -- The Schedule's Been Changed""",Congress
"Tuesday, May 28, 1957","""Yes? You Were Saying --?""",Eisenhower Administration
"Wednesday, May 29, 1957","""Save The Stove!""",Eisenhower Administration
"Thursday, May 30, 1957","""As A Matter Of Fact, I'm A Little Tired Myself""",Cold War
"Friday, May 31, 1957","""Coast To Coast Without Seeing A Stop Light -- Or Anything Else""",Congress
"Sunday, June 2, 1957","""Notice How We've Got Them Isolated""",Eisenhower Administration
"Monday, June 3, 1957","""Maybe We'd Better Start With Our Friends at Home""",Eisenhower Administration
"Tuesday, June 4, 1957","""Fly!""",Senate
"Wednesday, June 5, 1957","""Let's Face It""",Congress
"Thursday, June 6, 1957","""Leggo! -- You're Interfering With Our Rites""",Eisenhower Administration
"Friday, June 7, 1957","""I'm Painting The Clouds With Sunshine""",Eisenhower Administration
"Sunday, June 9, 1957","""Dam! Dam! Triple Dam!""",Special Interests
"Monday, June 10, 1957",Whence All But He Had Fled,Eisenhower Administration
"Tuesday, June 11, 1957","""You Walk In Just As If Nothing Had Happened, See?""",Congress
"Wednesday, June 12, 1957",Invitation To The Dance,Canada
"Thursday, June 13, 1957",The Bird That Got Caught In A Badminton Game,Cold War
"Friday, June 14, 1957","""Betcha We Get This One Perfected First""",Eisenhower Administration
"Sunday, June 16, 1957","""I'm Strictly A Budget-Cutter, Muster""",Congress
"Monday, June 17, 1957","""You Wanted an Open Door, Didn't You?""",Congress
"Tuesday, June 18, 1957","""Can You See Me Now?""",Supreme Court
"Wednesday, June 19, 1957","""Boy, Am I Burning Up""",Supreme Court
"Thursday, June 20, 1957","""And We Have Also Saved Money, Dear Friends, By Eliminating Flood Insurance Funds""",Congress
"Friday, June 21, 1957","""It Seems To Be Rising Again""",Special Interests
"Sunday, June 23, 1957","""What Say We Stand Up and Take That First Step?""",Cold War
"Monday, June 24, 1957","""Who's In Contempt Of Congress Now?""",Congress
"Tuesday, June 25, 1957","""A Nice Point Here, Dr. Jekyll -- Hey -- Dr. Jekyll!""",Congress
"Wednesday, June 26, 1957","""What Happened To That Plan For A House Of Brick?""",Senate
"Thursday, June 27, 1957",[Untitled],Nuclear Weapons
"Friday, June 28, 1957","""You're Drunk Wish Power""",Supreme Court
"Sunday, June 30, 1957","""Boys -- Please -- Are You Listening To Me?""",Eisenhower Administration
"Monday, July 1, 1957","""When Do You Think the Preliminaries Will Be Over?""",Eisenhower Administration
"Tuesday, July 2, 1957","""How Do We Put Down This Uprising?""",Soviet Union
"Wednesday, July 3, 1957","""Happy New Geofiscal Year""",Eisenhower Administration
"Thursday, July 4, 1957","""I Got A Good Mind To Cut You Adrift""",Congress
"Friday, July 5, 1957","""Horse-And-Rabbit Stew""",Eisenhower Administration
"Sunday, July 7, 1957","""Well, That's The Way The Ax Bounces""",Soviet Union
"Monday, July 8, 1957","""Thar She Blows""",Senate
"Tuesday, July 9, 1957","""Collective Leadership""",Soviet Union
"Wednesday, July 10, 1957",Prayer Rug,Congress
"Thursday, July 11, 1957","""It's Not That We Like You Less --""",Eisenhower Administration
"Friday, July 12, 1957","""I Thought You Said You Finished Him This Time""",Eisenhower Administration
"Sunday, July 14, 1957",Power,Soviet Union
"Monday, July 15, 1957","""Notice How Fluffier-Than-Ever White They Are?""",World Stability
"Tuesday, July 16, 1957","""Ah, Well, It's An Ill Wind --""",Senate
"Wednesday, July 17, 1957","""Now How Do I Keep The Goose That Lays The Golden Eggs From Killing Me?""",US Economy
"Thursday, July 18, 1957",Clouded Crystal,World Stability
"Friday, July 19, 1957","""Just A Little More Watering Down""",Senate
"Sunday, July 21, 1957","""Look -- I'll Let A Few Of You Have Dates With Her""",Eisenhower Administration
"Monday, July 22, 1957","""Now Let's See You Bring Him In""",Eisenhower Administration
"Tuesday, July 23, 1957","""Do You Think It's Cooling Off A Little?""",Congress
"Wednesday, July 24, 1957","""Too Bad You Ain't A Power Company, Kid""",Eisenhower Administration
"Thursday, July 25, 1957","""What Do You Suppose He Means This Time?""",Eisenhower Administration
"Friday, July 26, 1957","""Nobody Can Say I Wouldn't Do Something For Him""",Eisenhower Administration
"Sunday, July 28, 1957","""If We're Gonna Have 'Em, We Might As Well Use 'Em""",Congress
"Monday, July 29, 1957","""Now Do You Want To Try For Nothing?""",Senate
"Tuesday, July 30, 1957","""What Happened To That Good Old American Competition?""",Eisenhower Administration
"Wednesday, July 31, 1957","""Very Good -- Put That Man At The Head Of The Class""",Eisenhower Administration
"Thursday, August 1, 1957","""Hurry! Hurry! Hurry!""",Supreme Court
"Friday, August 2, 1957","""What! My Administration Influence By Money?""",Eisenhower Administration
"Sunday, August 4, 1957","""Some View, Eh?""",Eisenhower Administration
"Monday, August 5, 1957","""They Act as If They've Been Doped""",Congress
"Tuesday, August 6, 1957","""Tie 'em With The Usual Red-White-And-Blue Ribbons""",Eisenhower Administration
"Wednesday, August 7, 1957","""I'd Rather See You Dead Than Compromised""",Eisenhower Administration
"Thursday, August 8, 1957","""Think The U.N. Will Do Anything About Hungary?""",Congress
"Friday, August 9, 1957","""Rise Up!""",Cold War
"Sunday, August 11, 1957","""The Drifting Of The Boat Caused The Anchor To Rise""",US Economy
"Monday, August 12, 1957","""We're Giving Him A Real Pasting This Time""",Congress
"Tuesday, August 13, 1957","""Forward! We'll Win This Fight If It Kills You""",Civil Rights Legislation
"Wednesday, August 14, 1957","""Now, This Is What We've Been Using Lately""",Eisenhower Administration
"Thursday, August 15, 1957","""Children! Think Of The Example You're Setting For Your Elders""",Eisenhower Administration
"Friday, August 16, 1957","""A Couple Of Holes In The Bottom Won't Even Show""",Eisenhower Administration
"Sunday, August 18, 1957","""All Ready, Men -- Just Sing 'Auld Acquaintance' And Walk Right Through""",Congress
"Monday, August 19, 1957","""Sire, There Seems To Be Some Opposition Here""",Congress
"Tuesday, August 20, 1957","""But I'm The Leader Who Set Up The Guillotine""",Eisenhower Administration
"Wednesday, August 21, 1957","August, 1957",Cold War
"Thursday, August 22, 1957","""Congress Just Isn't Giving Us Much Leadership""",Eisenhower Administration
"Friday, August 23, 1957","""Couldn't We Get Ahead Of Them Some Time?""",Middle East
"Saturday, August 24, 1957","""Miss What's-Your-Name, I've Fallen In Love With You""",Civil Rights Legislation
"Sunday, August 25, 1957","""You Can Still Buy Picture Postcards Of The Scenery""",Congress
"Monday, August 26, 1957","""Be Sure To Give Mine Special Attention""",Eisenhower Administration
"Tuesday, August 27, 1957",Memory Lane,Labor
"Wednesday, August 28, 1957",[Untitled],Cold War
"Thursday, August 29, 1957","""Yeah, I Mentioned Your Name""",Senate
"Friday, August 30, 1957","""Why Don't You Look Where You're Going?""",Eisenhower Administration
"Sunday, September 1, 1957","""Who Said A Policeman's Lot Is Not A Happy One?""",Eisenhower Administration
"Monday, September 2, 1957","""Yes Sir -- Do You Want A One-Way Or Round-Trip?""","Congressional Elections, 1958"
"Tuesday, September 3, 1957","""What About The Problems Of Inner Space?""",Cold War
"Wednesday, September 4, 1957",Way Down East Russia,Soviet Union
"Thursday, September 5, 1957","The Gov. Faubus ""Peace"" Plan",Little Rock Crisis
"Friday, September 6, 1957","""This Is An Explosive Situation""",Little Rock Crisis
"Sunday, September 8, 1957","""I'm Trying Not To""",Eisenhower Administration
"Monday, September 9, 1957","""And Now, Direct From 24 Weeks In London --""",United Nations
"Tuesday, September 10, 1957",Tears,Little Rock Crisis
"Wednesday, September 11, 1957","""Out, Damned Spot! Out, I Say!""",Soviet Union
"Thursday, September 12, 1957","""You Sure You've Got This Hitched Up Right?""",Eisenhower Administration
"Friday, September 13, 1957","""Oh, Boy ----- Lots Of Headlines""",Little Rock Crisis
"Sunday, September 15, 1957","""Great Scott, Man, We're Doing Everything We Can""",Eisenhower Administration
"Monday, September 16, 1957","""Relax -- Who's Gonna Tangle With A Truck?""",Labor
"Tuesday, September 17, 1957","""I Think We've Managed To Save His Face""",Little Rock Crisis
"Wednesday, September 18, 1957","""Ezra, I Don't Know We'd Do Without You""",Eisenhower Administration
"Thursday, September 19, 1957","""Leave Something For Me, Charlie""",Eisenhower Administration
"Friday, September 20, 1957","""Careful, Men -- Don't Break The Furniture""",Republican Party
"Sunday, September 22, 1957","""Who's On First?""",Eisenhower Administration
"Monday, September 23, 1957",Around The World,World Economy
"Tuesday, September 24, 1957","""Oh, Say, Can You See?""",Little Rock Crisis
"Wednesday, September 25, 1957",Back To School,Little Rock Crisis
"Thursday, September 26, 1957","""How Do You Get Him Back In?""",Little Rock Crisis
"Friday, September 27, 1957","""The Rank And File Are Right Behind Me""",Labor
"Sunday, September 29, 1957","""Think You've Got Enough Control To Hold 'Em?""",World Economy
"Monday, September 30, 1957","""Later On, I'd Like to Ask You Something""",Eisenhower Administration
"Tuesday, October 1, 1957","""It's Getting So You Can Hardly Stone People In Peace Any More""",Little Rock Crisis
"Wednesday, October 2, 1957","""Whee""",Congress
"Thursday, October 3, 1957","""How Can You Doubt My Good Intentions?""",Little Rock Crisis
"Friday, October 4, 1957",The Arkansas Traveler,Little Rock Crisis
"Sunday, October 6, 1957","""What Are You Going To Do About It, Chum?""",Labor
"Monday, October 7, 1957","""In America They Think It's a Problem That People Aren't Getting Enough Education""",Soviet Union
"Tuesday, October 8, 1957",[Untitled],Soviet Union
"Wednesday, October 9, 1957","""Those Crazy Egghead Scientists -- If You Didn't Hold 'Em Down They'd Want To Reach For The Moon""",Eisenhower Administration
"Thursday, October 10, 1957","""That Ain't My Style,"" Said Casey ... And The Umpire Said, ""Strike Two!""",Eisenhower Administration
"Friday, October 11, 1957","""It's A Nice Trick But It Has No Significance""",Eisenhower Administration
"Sunday, October 13, 1957",Call To Prayer,Soviet Union
"Monday, October 14, 1957","""This Happened Without Any Violence at All""",Eisenhower Administration
"Tuesday, October 15, 1957",Moonglow,Congress
"Wednesday, October 16, 1957","""Yeah, But Look At The Beautiful Safe We've Built""",Eisenhower Administration
"Thursday, October 17, 1957","""Welcome!""",World Stability
"Friday, October 18, 1957","""We Have A Kind Of Outer Space Problem Too""",Eisenhower Administration
"Sunday, October 20, 1957","""Say, In That Moonlight You Look Kind Of Attractive""",Eisenhower Administration
"Monday, October 21, 1957","""Listen -- I Got A Good Mind To Walk Out Again""",Democratic Party
"Tuesday, October 22, 1957","""Ike!""",Eisenhower Administration
"Wednesday, October 23, 1957","""We'll Show Those Fellows""",Racism
"Thursday, October 24, 1957","""Oh, We Think Of This As Just A Launching Platform""",US Economy
"Friday, October 25, 1957","""Yoo Hoo, Everybody!""",Eisenhower Administration
"Sunday, October 27, 1957","""Sure You Got Everything Under Control, Jimmy?""",Labor
"Monday, October 28, 1957","""You Don't Understand Us Arabs""",Middle East
"Tuesday, October 29, 1957",Big Squeeze,Soviet Union
"Wednesday, October 30, 1957","""Now, Panel, What's My Line?""",Soviet Union
"Thursday, October 31, 1957","""Think It's Really One Of Those Two-Stage Jobs?""",Congress
"Friday, November 1, 1957","""Who Said Anything About Local Rights?""",Racism
"Sunday, November 3, 1957","""Comrades, A Toast --""",Soviet Union
"Monday, November 4, 1957","""All That Noise And It Was Just A Little Cub""",Cold War
"Tuesday, November 5, 1957",Chins Up,Eisenhower Administration
"Wednesday, November 6, 1957",Sunshine,Republican Party
"Thursday, November 7, 1957","""Thanks A Lot, Fellows""",Republican Party
"Friday, November 8, 1957","""Never Mind About Already Having A Book""",Congress
"Saturday, November 9, 1957","""Dear Boy, Where Have You Been Keeping Yourself?""",Cold War
"Sunday, November 10, 1957","""It's Just A Matter Of Space""",Eisenhower Administration
"Monday, November 11, 1957","""They Keep Disintegrating""",Cold War
"Tuesday, November 12, 1957","""He's Sure Been Kept Under Wraps, All Right""",Eisenhower Administration
"Wednesday, November 13, 1957","""Hey -- Don't Forget The Bottom Part, Too""",Eisenhower Administration
"Thursday, November 14, 1957","""Down, Boy""",Eisenhower Administration
"Friday, November 15, 1957","""Whatsamatter -- You Retiring From Practice?""",Eisenhower Administration
"Sunday, November 17, 1957","""Oh Boy, This Is Going To Be Tres Gay""",Eisenhower Administration
"Monday, November 18, 1957","""Watch Where You Aim Those Things""",Congress
"Tuesday, November 19, 1957","""What Are We Fighting Now -- Inflation Or Deflation?""",Eisenhower Administration
"Wednesday, November 20, 1957","""How Did You Say Their Election Came Out?""",Eisenhower Administration
"Thursday, November 21, 1957","""Button, Button, Who Gets The Button?""",Cold War
"Friday, November 22, 1957","""Whew! At First I Thought It Was Sent Up By One Of The Other Services""",Cold War
"Sunday, November 24, 1957","""What Do I Hitch My Wagon To?""",Congress
"Monday, November 25, 1957","""But I Was So Careful To Keep It Safe""",Cold War
"Friday, December 20, 1957","Never Laid A Glove On Me. By The Way, Where Am I?'",Eisenhower Administration
"Sunday, December 22, 1957",Under The Missiletoe,Cold War
"Monday, December 23, 1957",Fireside Chat,Eisenhower Administration
"Tuesday, December 24, 1957","""This Isn't A Push-Button Operation""",Eisenhower Administration
"Wednesday, December 25, 1957",[Untitled],Christmas
"Thursday, December 26, 1957","""Boy, These New Cars Will Do Anything""",US Economy
"Friday, December 27, 1957","""That's Odd -- They Get Answers This Way On TV""",Eisenhower Administration
"Sunday, December 29, 1957","""How Did I Get in This Box?""",Eisenhower Administration
"Monday, December 30, 1957","""Any Prospect Of Negotiation Over Here?""",Eisenhower Administration
"Tuesday, December 31, 1957","""Tell You What -- We'll Help Some Of You Go On To Overcrowded Colleges""",Eisenhower Administration
"Wednesday, January 1, 1958","""I Was Just Going To Ask You The Same Thing""",New Year
"Thursday, January 2, 1958","""Think They'll Stand Still While We Catch Up?""",Cold War
"Friday, January 3, 1958","""We'd Let You See It But We're Afraid You Might Be Overcome With Joy""",Eisenhower Administration
"Sunday, January 5, 1958","""Don't You Ever Have Anything Fresh?""",Eisenhower Administration
"Monday, January 6, 1958","""Maybe You'd Better Start Out With A Funny Story""",Eisenhower Administration
"Tuesday, January 7, 1958","""You Were Saying -- ?""",Eisenhower Administration
"Wednesday, January 8, 1958","""Never Mind About Trees And Soil -- Make Us Some Fruit""",Eisenhower Administration
"Thursday, January 9, 1958","""Yeah -- I'm Still In""",Eisenhower Administration
"Friday, January 10, 1958","""Good -- Now Let's See You Handle The Wheel""",Eisenhower Administration
"Sunday, January 12, 1958","""Why, No -- I Haven't Been Sitting on That Report""",Eisenhower Administration
"Monday, January 13, 1958","""I'll Let You Know What You Ought To Look Into""",Congress
"Tuesday, January 14, 1958","""Well, I Got That In, All Right""",Eisenhower Administration
"Wednesday, January 15, 1958",Different Worlds,Cold War
"Thursday, January 16, 1958","""Or Maybe You'd Rather Put in a New Floor""",Congress
"Friday, January 17, 1958","""Think There's Been Enough Meeting Of Minds Yet?""",Eisenhower Administration
"Sunday, January 19, 1958","""Well, I Asked Them For Quick Action --""",Eisenhower Administration
"Monday, January 20, 1958","""You Said It, Chief -- We Need More Republicans Up There""",Eisenhower Administration
"Tuesday, January 21, 1958","""I've Always Meant To Ask You, Juan -- How Did You Make Out In This Business?""",Venezuela
"Wednesday, January 22, 1958","""Look -- We've Got A Secret Weapon""",Cold War
"Thursday, January 23, 1958","""It's Just That We Can't Afford The Money""",Eisenhower Administration
"Friday, January 24, 1958","""Instead Of The Quiz Program Originally Scheduled""",Congress
"Sunday, January 26, 1958","""Maybe We Should Propose Shooting This Stuff Across In Rockets""",Eisenhower Administration
"Monday, January 27, 1958","""Meanwhile, Back At The Continent --""",Eisenhower Administration
"Tuesday, January 28, 1958","""Fine -- Now All We Need To Do Is Jack It Up And Put A School Under It""",Eisenhower Administration
"Wednesday, January 29, 1958","""Can You Hurry? We're In An Important Race""","Congressional Elections, 1958"
"Thursday, January 30, 1958","""Ev'rybody, Now -- In The Good Old Summit Time, In The Good Old Summit Time --""",Cold War
"Friday, January 31, 1958","""I've Got My Hands On the Reins All The Time""",Congress
"Sunday, February 2, 1958","""Don't Ask Me Why -- It's an Old Ritual""",Congress
"Monday, February 3, 1958","""Tell The Peasants To Step Aside""",Eisenhower Administration
"Tuesday, February 4, 1958","""We're Not Up Yet""",Eisenhower Administration
"Wednesday, February 5, 1958","""Well, I See Harold Got Him To Swallow Something""",Eisenhower Administration
"Thursday, February 6, 1958","""Bon Voyage!""",Cold War
"Friday, February 7, 1958","""How Many Are Now -- Uh -- Temporarily Inactive In The -- Uh -- Economic Readjustment?""",Eisenhower Administration
"Sunday, February 9, 1958","""A Thousand Apologies, Gentlemen. He's a New Man""",Congress
"Monday, February 10, 1958","""What I Really Want Is a Few Jars of Instant Science""",Eisenhower Administration
"Tuesday, February 11, 1958","""I Hear We're In a -- Puff Puff -- Breathing Spell""",US Economy
"Wednesday, February 12, 1958","""I've Told You Fifty Times -- Not At The Front Door!""",Eisenhower Administration
"Thursday, February 13, 1958","""Rest Assured We'll Proceed Full Speed Ahead""",Congress
"Friday, February 14, 1958","""It Looks As If Somebody Had Pay TV""",Eisenhower Administration
"Sunday, February 16, 1958","""Here, Together Under One Tent --""",Eisenhower Administration
"Monday, February 17, 1958","""Anyone Care About Old-Fashioned Open Space?""",Congress
"Tuesday, February 18, 1958","""Briefly, It Says, 'Have You Ever Thought Of Trying Non-Fiction?""",Cold War
"Wednesday, February 19, 1958","""Baby, It's Almost As Cold Outside""",Eisenhower Administration
"Thursday, February 20, 1958","""The Federal Communications Seem To Be Terrific""",Eisenhower Administration
"Friday, February 21, 1958","""This Will Keep Out Foreign Salesmen""",Eisenhower Administration
"Sunday, February 23, 1958","""Let's Face This Squarely -- Some Of You Haven't Been Smiling Enough""",Eisenhower Administration
"Monday, February 24, 1958","""I'll Have The Law On You""",Senate
"Tuesday, February 25, 1958","""Not Yet""",Eisenhower Administration
"Wednesday, February 26, 1958","""By The Way, Who Appoints Those Fellows?""",Eisenhower Administration
"Thursday, February 27, 1958","""Save Your Money -- I'll Take Care Of Everything""",Cold War
"Friday, February 28, 1958","""I Don't Want Anything More About That""",Eisenhower Administration
"Sunday, March 2, 1958","""What Is It We're Trying To Save?""",Congress
"Monday, March 3, 1958","""What's the Latest on Getting in From Outer Space?""",Statehood
"Tuesday, March 4, 1958","""Can't Be Spending Money Foolishly, You Know""",Congress
"Wednesday, March 5, 1958","""Do I Hear Somebody Call 'Emergency'?""",US Economy
"Thursday, March 6, 1958","""Okay -- Keep At It""",Congress
"Friday, March 7, 1958","""Okay -- You'll Be On Radio Tracking, You'll Be On Moonwatch, And You'll Be On Lost-And-Found Ads""",Eisenhower Administration
"Saturday, March 8, 1958","""Couldn't Have Happened At A Better Time""",Labor
"Sunday, March 9, 1958",Arabian Nights,Middle East
"Monday, March 10, 1958","""Mind If We Play Through?""",Eisenhower Administration
"Tuesday, March 11, 1958","""Shaddup! -- You're Just The Guy That's Paying For This Car""",Congress
"Wednesday, March 12, 1958","""Hurry! We Can Talk About Where We're Going After We Get There""",Cold War
"Thursday, March 13, 1958","""You Know, Lewis, I Think I Do Detect Some Blasts""",Eisenhower Administration
"Friday, March 14, 1958","""We Got Another Room Ready?""",Dominican Republic
"Sunday, March 16, 1958","""If It Works Out, It'll Be A Nice Change""",Eisenhower Administration
"Monday, March 17, 1958","""We're Gonna Flush Out the Criminals""",Congress
"Tuesday, March 18, 1958","""I Think I'll Orbit Over To The Army-Navy Club""",United States Armed Forces
"Wednesday, March 19, 1958","""How Are We Doing With Those Anti-Missile Missiles?""",Congress
"Thursday, March 20, 1958","""Sweetiepie, Tell Us Little Old Judges In Your Own Words What A Scoundrel That Reuther Is""",Senate
"Friday, March 21, 1958",[Untitled],Eisenhower Administration
"Sunday, March 23, 1958","""If You Get It, Remember I Mentioned It""",Eisenhower Administration
"Monday, March 24, 1958","""Mirror on the Billboard Wall, What's the Fairest Sight of All?""",Senate
"Tuesday, March 25, 1958","""Quiet! We're Thinking Up A New Reason""",Eisenhower Administration
"Wednesday, March 26, 1958","""Okay, But How About A Little Less Starchness?""",Cold War
"Thursday, March 27, 1958",[Untitled],Eisenhower Administration
"Friday, March 28, 1958",The Machine Age,Soviet Union
"Sunday, March 30, 1958","""What Would It Cost To Add A Storm Cellar?""",Congress
"Monday, March 31, 1958","""-- Or To Take Trouble Against A Sea Of Arms --""",Eisenhower Administration
"Tuesday, April 1, 1958","""You Think This Nuclear Stuff Really Produces Changes In People?""",Eisenhower Administration
"Wednesday, April 2, 1958","""As I Was Saying, We're Not Going To Lose Our Shirt""",Eisenhower Administration
"Thursday, April 3, 1958",The Voice Of The Turtle,Eisenhower Administration
"Friday, April 4, 1958","""-- This 13th Anniversary Of Your Liberation --""",Soviet Union
"Sunday, April 6, 1958","""What Kind Of Beeps Are You Picking Up?""",Congress
"Monday, April 7, 1958","""By The Way, Don't Expect 100% Cooperation""",Eisenhower Administration
"Tuesday, April 8, 1958","""When Do We Get Out Of This Depression?""",Eisenhower Administration
"Wednesday, April 9, 1958","""You'll Note The Familiar Cave Painting Motif""",US Economy
"Thursday, April 10, 1958",Laughter From Olympus,Special Interests
"Friday, April 11, 1958","""There Also Seems To Be Some Unrest Among The Americans""",Eisenhower Administration
"Sunday, April 13, 1958","""Brother, Let Me Tell You About Tortoises""",Cold War
"Monday, April 14, 1958","""I Hear You're Still Trying To Eliminate Fallout""",Eisenhower Administration
"Tuesday, April 15, 1958","""Sharp, Isn't It?""",Congress
"Wednesday, April 16, 1958",[Untitled],Cold War
"Thursday, April 17, 1958","""We Defend Your Honor, Madame""",France
"Friday, April 18, 1958","""Stop At Once, Do You Hear?""",United Nations
"Sunday, April 20, 1958","""Secrecy? What Secrecy?""",Eisenhower Administration
"Monday, April 21, 1958","""Lewis Strauss Says That To Stop Nuclear Tests Would Be A Tragic Mistake""",Eisenhower Administration
"Tuesday, April 22, 1958","""Think We'll Ever Get Up To 1958 Recession Levels?""",Schools
"Wednesday, April 23, 1958","""We'll Do All The Judging Around Here""",Senate
"Thursday, April 24, 1958","""Don't Get Hysterical -- I'm Watching All The Time""",Eisenhower Administration
"Friday, April 25, 1958","""Yes, This Is The Department Of Defense""",Eisenhower Administration
"Sunday, April 27, 1958","""Trouble Is, There's Too Damn Many Summits Around Here""",Soviet Union
"Monday, April 28, 1958","""Well, Men, What'll We Refrain From Doing Now?""",Eisenhower Administration
"Tuesday, April 29, 1958",[Untitled],Eisenhower Administration
"Wednesday, April 30, 1958","""All I Got Was One Station In Florida""",Senate
"Thursday, May 1, 1958","""Nah -- Wrong Kind Of Summit""",Soviet Union
"Friday, May 2, 1958","""You'll Be Glad To Know I Found Your Lost Cat""",Eisenhower Administration
"Sunday, May 4, 1958","""Is That The Height Of Our Ambition?""",Cold War
"Monday, May 5, 1958","""Man, This Is Certainly A Good Joke On The Union""",Labor
"Tuesday, May 6, 1958","""A Cold Air Mass Seems To Have Moved In From The East, Bringing Fog ...""",Cold War
"Wednesday, May 7, 1958","""Well, Hello There, Old Pal, Old Pal, Old Pal""",Congress
"Thursday, May 8, 1958","""We're Faced With A Security Crisis. Information Is Still Leaking Into This Country""",Eisenhower Administration
"Friday, May 9, 1958","""You'll Make Better Time Without This Extra Wheel""",US Economy
"Sunday, May 11, 1958","""This Will Give You Both An Even Chance""",Congress
"Monday, May 12, 1958","""Pity About the Cold War. Their Land Mass Would Accommodate Our Newer and Longer Cars""",Cold War
"Tuesday, May 13, 1958","""Find Any Fingerprints On It?""",Soviet Union
"Wednesday, May 14, 1958","""By The Way, What Have We Been Doing About Latin America These Past Few Years?""",Eisenhower Administration
"Thursday, May 15, 1958","""By God, I'm Going To Win A Victory Over Somebody""",France
"Friday, May 16, 1958","""I'm Pulling Against Him""",France
"Sunday, May 18, 1958","""Want Any More Arguments For Nuclear Control?""",World Stability
"Monday, May 19, 1958","""Could You Put An Alarm Clock In The Next One?""",Cold War
"Tuesday, May 20, 1958","""You Know, I Think People Are Worrying Less About The Recession""",Eisenhower Administration
"Wednesday, May 21, 1958","""Ha! An Un-American Tendency Toward Free Speech!""",House Un-American Activities Committee
"Thursday, May 22, 1958","""Great System""",Air Travel
"Friday, May 23, 1958","""Goodness, I Wouldn't Think Of Using Force""",France
"Sunday, May 25, 1958","""Could You Just Tell Me, Is There Ever A Good Time?""",Eisenhower Administration
"Monday, May 26, 1958","""You Fellows Go Right On Talking -- I'll Let You Know When I Reach a Decision""",Eisenhower Administration
"Tuesday, May 27, 1958","""Your Office Seems To Be On Fire""",World Stability
"Wednesday, May 28, 1958","""We Have A Report That A Newspaperman Asked You What Time It Was -- And You Told Him""",Eisenhower Administration
"Thursday, May 29, 1958","""Howdy, Pardners""",Eisenhower Administration
"Friday, May 30, 1958","""It's A Little Something I Learned From Our Salmon""",Statehood
"Sunday, June 1, 1958","""My Boy, Have You Thought Of Continuing With A Graduate Course?""",Eisenhower Administration
"Monday, June 2, 1958","""I Think We're Beginning To Get The Picture""",Congress
"Tuesday, June 3, 1958","""We Like It So Well, We Want To Sail It For You""",Congress
"Wednesday, June 4, 1958","""You Deviationist!""",Communism
"Thursday, June 5, 1958","""I Think I'm Beginning To Feel A Sense Of Urgency""",Eisenhower Administration
"Friday, June 6, 1958","""Who -- Me? I Can't Afford To""",Eisenhower Administration
"Sunday, June 8, 1958","""Have To Keep Peace In The Family, You Know""",Eisenhower Administration
"Monday, June 9, 1958","""I'd Be Glad To Take Out A Few Things, But I'm Afraid To Open The Door""",Congress
"Tuesday, June 10, 1958","""Hit It Again -- I Don't Think They Heard You""",Eisenhower Administration
"Wednesday, June 11, 1958",Man On Horseback,France
"Thursday, June 12, 1958","""There's a Small Hotel With A Wishing Well""",Eisenhower Administration
"Friday, June 13, 1958","""He Many Not Be Doing So Well In California, But --""",Congress
"Sunday, June 15, 1958","""The Advertising Sounded Great""",Eisenhower Administration
"Monday, June 16, 1958","""All We Want Is The Truth As We See It""",House Un-American Activities Committee
