Date of Cartoon,Title,Major Subject
"Sunday, October 7, 1973","""He's A Splendid President -- I Was Only Complaining About Those Unscrupulous Crummy Nixon Administration People He Employs""",Nixon Administration
"Tuesday, October 9, 1973",25-Year War,Middle East
"Wednesday, October 10, 1973","""Shh! If You Displease Them, They Might Not Let Us Give Them Any More Special Bargain Wheat Deals""",Nixon Administration
"Thursday, October 11, 1973",The Side-Show Closes,"Agnew, Spiro T"
"Friday, October 12, 1973","""And if you should become President, will you faithfully protect and defend the records, files, tax returns and tapes of the President who named you?""",Vice Presidency
"Sunday, October 14, 1973","""You Wouldn't Have Any Question About A Selection Of Mine, Would You?""",Vice Presidency
"Tuesday, October 16, 1973","""Yes, Gerald Ford, you also win this official seal, this box of TV makeup, this limousine, with chauffeur -- and wait, that's not all -- a complete set of Secret Service men, PLUS three years, expenses paid, in the second highest office in the land --""",Vice Presidency
"Wednesday, October 17, 1973",[Untitled],"Nixon, Richard"
"Thursday, October 18, 1973",Long Shadow,Middle East
"Friday, October 19, 1973","""You Got All The Bags, Bebe?""","Nixon, Richard"
"Sunday, October 21, 1973","""On The Other Hand, Can You Rule Out Anything Any More?""",Nixon Administration
"Tuesday, October 23, 1973",Mugging,Watergate
"Wednesday, October 24, 1973","""Look -- Nice Tapes -- Okay, Boy? -- Okay? --""",Watergate
"Thursday, October 25, 1973","""Chief -- The Backswing -- Look Out --""",Watergate
"Friday, October 26, 1973","""Following This Newest Government Crisis, We Now Resume With The Latest Administration Scandals""",Watergate
"Sunday, October 28, 1973","""Now We'll Put In A New Lawman That We Can Cooperate With""",Watergate
"Tuesday, October 30, 1973","""I Have What It Takes""","Nixon, Richard"
"Wednesday, October 31, 1973",[Untitled],Watergate
"Thursday, November 1, 1973","""Poof!""",Watergate
"Friday, November 2, 1973","""Now, If You Just Put This On And Listen Very Carefully --""",Watergate
"Monday, November 5, 1973",[Untitled],Watergate
"Tuesday, November 6, 1973","""Only A Tough Guy Like Me Can Handle This Case -- You Know How Permissive The Courts Are""",Watergate
"Wednesday, November 7, 1973","""They Were So Confidential That We Didn't Write Down Who We Passed Them Around To""",Watergate
"Thursday, November 8, 1973","""I Haven't Run Into Anything Like This""",Nixon Administration
"Friday, November 9, 1973","""If You Hadn't Been So Busy With Taps And Tapes, You Might Have Heard Them Coming""",Nixon Administration
"Sunday, November 11, 1973","""Yes, Chief -- Even With The Fuel Shortage The People Seem To Be Plenty Warm""",Watergate
"Tuesday, November 13, 1973",Background Noises,Watergate
"Wednesday, November 14, 1973","""Now, This Time, To Clear Up Everything --""",Watergate
"Thursday, November 15, 1973","""Did You See The Way That Fence Suddenly Hurled Itself At Me?""",Nixon Administration
"Friday, November 16, 1973","""I Hear The Americans Are Suffering A Fuel Shortage""",Vietnam War
"Sunday, November 18, 1973",Full Disclosure,Watergate
"Tuesday, November 20, 1973","""Man, That's Traveling!""",Nixon Administration
"Wednesday, November 21, 1973","""We All Have Our Burdens To Bear""",Nixon Administration
"Thursday, November 22, 1973","""As I Was Saying, It's Terrible The Way Presidential Candidates And Political Conventions Pick Vice Presidents""",Vice Presidency
"Friday, November 23, 1973","""Forward!""",Watergate
"Sunday, November 25, 1973","""-- And Then, After That --""",Watergate
"Tuesday, November 27, 1973",Firm Hand At The Helm,Nixon Administration
"Wednesday, November 28, 1973",Record Shop,Watergate
"Thursday, November 29, 1973","""Could We Have Guessed Wrong Somewhere?""",US Economy
"Friday, November 30, 1973","""She tried pushing a tape recorded button while holding her foot on a pedal and reaching back for a telephone --""",Watergate
"Sunday, December 2, 1973","""Are You Sure You Want To Wear This Into Your Re-Election Campaign?""",Nixon Administration
"Tuesday, December 4, 1973",[Untitled],Nixon Administration
"Wednesday, December 5, 1973","""Well, Boss, Nobody Can Say You're Incapable Of Leading""",Nixon Administration
"Thursday, December 6, 1973","""Now, Once More -- Watch Closely --""",Nixon Administration
"Friday, December 7, 1973",[Untitled],US Economy
"Sunday, December 9, 1973","""True, But This Month It's Largely Due To -- Ah, Yes, Here It Is --""",Nixon Administration
"Tuesday, December 11, 1973","""Oh -- Uh -- I'm Santa Claus, Ho Ho Ho -- Come To Leave You A Mention In My Will""","Nixon, Richard"
"Wednesday, December 12, 1973","""Let's Hear It For The Fairest One Of All""",Special Interests
"Thursday, December 13, 1973","""That's Where We Missed Out -- We Didn't Pick Our Own Judges And Juries""",Watergate
"Friday, December 14, 1973","""I Think It Just Came And Went""",Nixon Administration
"Sunday, December 16, 1973","""Very Interesting""","Nixon, Richard"
"Tuesday, December 18, 1973",Shortage,Nixon Administration
"Wednesday, December 19, 1973","""Wow!""",Nixon Administration
"Thursday, December 20, 1973","""Tidings Of Comfort And Joy -- I'm Back Again, Mate""",Great Britain
"Friday, December 21, 1973","""We Must All Sacrifice -- I'm Prepared To Give My Time To Government Service""",Nixon Administration
"Sunday, December 23, 1973","""He's Got Me Worried About Another Kind Of Capital Gains And Losses""","Nixon, Richard"
"Wednesday, December 26, 1973","""When Do You Pass The Word To Him?""",Nixon Administration
"Thursday, December 27, 1973","""You Might As Well Take A Write-Off On The Whole Thing -- It's Been Depreciating Since 1969""","Nixon, Richard"
"Friday, December 28, 1973","""You Know What? I'm Tired Of Him And All His Crises""","Nixon, Richard"
"Sunday, December 30, 1973","""I Just Heard The White House Is Issuing Another Optimistic Prediction""",Nixon Administration
"Tuesday, January 1, 1974","""Same Here -- It Looks Pretty Startling, But I Haven't Got A Clear Picture Yet""",New Year
"Wednesday, January 2, 1974",Four Horsemen,Nixon Administration
"Thursday, January 3, 1974",The Non-Shortage,Nixon Administration
"Friday, January 4, 1974","""What Can You Do For Us On A Trade-In?""",Automotive Industry
"Sunday, January 6, 1974","""Well, That Was A Short Run. What's Next?""",Nixon Administration
"Tuesday, January 8, 1974","""Well, There's One Shortage I'm Really Sure About""",US Economy
"Wednesday, January 9, 1974","""So, Actually, You're Much Better Off Than You Really Are""",Nixon Administration
"Thursday, January 10, 1974","""The Allegations Are Utterly False -- I've Only Been Involved Up To Here""",Nixon Administration
"Friday, January 11, 1974",[Untitled],Soviet Union
"Sunday, January 13, 1974","""Got To Close Off Rooms, Turn Off Lights -- The Energy Shortage, You Know""",Nixon Administration
"Tuesday, January 15, 1974","""I Don't Feel Short Of Energy""",US Economy
"Wednesday, January 16, 1974",End Of Another Reel,Watergate
"Thursday, January 17, 1974",Rubbed Out,Watergate
"Friday, January 18, 1974","""Erase Those Thoughts""",Watergate
"Sunday, January 20, 1974","""If You Listen Very Closely, You Can Hear A Voice Saying, 'I Am Not A Crook, I Am Not A Crook, I Am ...'""",Watergate
"Tuesday, January 22, 1974","""You've Got To Realize, Getting Everything You Want Isn't Everything""",Nixon Administration
"Wednesday, January 23, 1974","""I Keep Hearing An Echo Or Something""",Watergate
"Thursday, January 24, 1974","""They Seem To Have Their Own Rationing System""",Oil Industry
"Friday, January 25, 1974","""Hail To The Chief""",Watergate
"Sunday, January 27, 1974",White House Secret Evidence,Watergate
"Tuesday, January 29, 1974",Lasting Peace,Vietnam War
"Wednesday, January 30, 1974",State Of The Union,Nixon Administration
"Thursday, January 31, 1974","""What Next?""",US Economy
"Friday, February 1, 1974",[Untitled],Watergate
"Sunday, February 3, 1974","""Our Dollars Are Buying More -- The Country Is In Great Shape -- He's Innocent -- And This Is A Lovely Steak Dinner""",Nixon Administration
"Tuesday, February 5, 1974","""Chief, We're Picking Up Some Nice Comments About Your Statement In Favor Of Individual Privacy""",Nixon Administration
"Wednesday, February 6, 1974","""Why, They Asked For Some Tapes That Don't Even Have A Hum In Them Yet""",Watergate
"Thursday, February 7, 1974","""Wait -- I Must Have Missed A Chapter Somewhere""",Nixon Administration
"Friday, February 8, 1974","""And Then, Butch, Here, In The Other Car, Switches License Plates And Buys Another Half A Tank Of Gas ...""",US Economy
"Sunday, February 10, 1974","""You're On The Way Out? I Didn't Know You Were Here""",Nixon Administration
"Tuesday, February 12, 1974","""Dear, Did You Know That $290,000 Of Our Tax Money Has Already Been Spent On His Legal Defense Team?""","Nixon, Richard"
"Wednesday, February 13, 1974",On Trial,Soviet Union
"Thursday, February 14, 1974","""Anything You Want, Dear""",Nixon Administration
"Friday, February 15, 1974","""What Kind Of Merry-Go-Round Is This?""",Watergate
"Sunday, February 17, 1974",[Untitled],US Economy
"Tuesday, February 19, 1974",Obstacle Course,Watergate
"Wednesday, February 20, 1974","""Don't Worry -- I'm Going To Hang On""",Watergate
"Thursday, February 21, 1974","""Read The News While You Wait, Mister?""",US Economy
"Friday, February 22, 1974","""It's Not Exactly A Demonstration, Sir. They're In A Line Waiting To Get Into A Gas Station ...""",US Economy
"Sunday, February 24, 1974","""We Don't Want Rationing -- It Would Be Too Complicated""",Nixon Administration
"Tuesday, February 26, 1974","""Tomorrow It's Bob's Turn For The Car Pool, Ed's Day In The Gas Station Line, Jean's Turn To Look For Meat Substitutes ...""",US Economy
"Wednesday, February 27, 1974","""You Understand How It Is, Mom""",Watergate
"Thursday, February 28, 1974","""I Think I'll Write A Book About My Six Problems""",US Economy
"Friday, March 1, 1974",At The Helm,Nixon Administration
"Sunday, March 3, 1974",[Untitled],Watergate
"Tuesday, March 5, 1974","""He didn't really go to pieces until I told him to mail early and remember to pay the new, higher postal rate""",US Economy
"Wednesday, March 6, 1974",Streaking,Watergate
"Thursday, March 7, 1974","""Yes, Sir, Chief -- That's Good News""",Nixon Administration
"Friday, March 8, 1974","""I will continue to cooperate completely in providing any unshredded , unlost and unerased evidence I am absolutely forced to give up""",Watergate
"Sunday, March 10, 1974","""There's Always A Bright Side -- We Don't Need The Car To Take Home Our Groceries Any More""",US Economy
"Monday, March 11, 1974",[Untitled],Watergate
"Wednesday, March 13, 1974","""There It Is, Just The Way It Came Off The Founding Fathers' Typewriter""",Watergate
"Thursday, March 14, 1974","""About That Japanese Soldier -- Exactly How Would You Get To That Place Where He'd Been Living All Those Years?""",US Economy
"Friday, March 15, 1974",[Untitled],Watergate
"Sunday, March 17, 1974","""Shhhh!""",Watergate
"Tuesday, March 19, 1974","""Ho hum -- Just another citizen taking a write-off on $576,000 in assorted papers, with a little back-dating on the deed""","Nixon, Richard"
"Wednesday, March 20, 1974","""It's From Europe. They're Thinking About Having A 'Year Of The United States'""",Nixon Administration
"Thursday, March 21, 1974","""To Start With, Why Is Our Tax Money Paying For His Mouthpiece?""","Nixon, Richard"
"Friday, March 22, 1974","""We've has so much experience investigating ourselves, we want to help with your investigation too""",Watergate
"Sunday, March 24, 1974",[Untitled],Watergate
"Tuesday, March 26, 1974",Squeeze,US Economy
"Wednesday, March 27, 1974","""Imagine That Congressional Committee Wanting To Get 42 Tapes Out Of The White House""",Nixon Administration
"Thursday, March 28, 1974","""You Were Possessed By An Energy Crisis, But We Exorcised It""",Nixon Administration
"Friday, March 29, 1974","""You See That Next Summit Yet, Henry?""",Watergate
"Sunday, March 31, 1974","""Maybe We Should Have Stayed There""",Vietnam War
"Monday, April 1, 1974","""We Want To Dispel The Myth ... That We Seek To Cover Up."" -- White House",Watergate
"Tuesday, April 2, 1974","""And Now, The Envelopes, Please -- Please, The Envelopes -- Unshredded --""",Watergate
"Wednesday, April 3, 1974","""All we want to do is check the impeachment machinery to make sure it's working right""",Watergate
"Thursday, April 4, 1974",[Untitled],Watergate
"Friday, April 5, 1974","""And So, Remember The Lesson: Honesty Is The Best Policy If Nothing Else Works""","Nixon, Richard"
"Sunday, April 7, 1974","""A little backdating on a deed -- a few hundred thousand dollars underpayment -- we all make innocent mistakes""","Nixon, Richard"
"Tuesday, April 9, 1974","""Here's two more returns claiming Nixon's lawyers as dependents -- and here's one saying, 'If you find where I've chiseled, I'll pay'""","Nixon, Richard"
"Wednesday, April 10, 1974",But In Your Case We're Making An Exception',Nixon Administration
"Thursday, April 11, 1974",[Untitled],Nixon Administration
"Friday, April 12, 1974",The Mills Of The Gods Grind Slowly ...,Watergate
"Saturday, April 13, 1974",Position Of Moral Leadership,Nixon Administration
"Tuesday, April 16, 1974",The quick brown fox jumps over the lazy dog,US Economy
"Wednesday, April 17, 1974","""What Would Make Anyone Think I Have Anything To Conceal?""",Watergate
"Thursday, April 18, 1974",[Untitled],"Nixon, Richard"
"Friday, April 19, 1974","""It's Called The Saxbephone""",Nixon Administration
"Sunday, April 21, 1974","""He's Right -- We Should Forget The Scandals And Let Him Get On With His Economic Disasters""",Nixon Administration
"Tuesday, April 23, 1974",Internal Job,Nixon Administration
"Wednesday, April 24, 1974","""Tell Them She's Very Happy With Us, And They'll Hear From Us Again Later""",Watergate
"Thursday, April 25, 1974","""What a curious feeling!"" said Alice. ""I must be shutting up like a telescope!""",US Economy
"Tuesday, April 30, 1974",Space Age,Watergate
"Wednesday, May 1, 1974",[Untitled],Watergate
"Thursday, May 2, 1974",[Untitled],Watergate
"Friday, May 3, 1974","""Listen, are you going to be loyal to me or to that (expletive deleted) Constitution?""","Nixon, Richard"
"Sunday, May 5, 1974","""Here's The Scenario. You Go In There, Blow Yourself Up, And Split The Whole Place Down The Middle""",Watergate
"Tuesday, May 7, 1974",Shredding Machine,Watergate
"Wednesday, May 8, 1974","""Wow -- And This Is With The Cover On""",Watergate
"Thursday, May 9, 1974","""Boss, It's Not Flying""",Watergate
"Friday, May 10, 1974","""Hold That Gangplank!""",Watergate
"Sunday, May 12, 1974","""There's Been A Lot Of Silly Talk That Our Position Is Eroding""",Watergate
"Tuesday, May 14, 1974","""Okay, You Go Out And Speak For Me Next, Then The Maid -- Where's King Timahoe?""",Watergate
"Wednesday, May 15, 1974","""We Deplore The Vicious Reports About The Presidential Remarks We Refuse To Disclose""",Watergate
"Thursday, May 16, 1974","""After All, What's A Few Cents A Gallon?""",US Economy
"Friday, May 17, 1974","""We Want Everything Public Except The Evidence""",Watergate
"Sunday, May 19, 1974","""It's Looking More And More Like A Bird Of Prey""",Watergate
"Tuesday, May 21, 1974",Hit-And-Run,US Economy
"Wednesday, May 22, 1974","""You Wouldn't Let Down A Fellow Club Member, Would You?""",World Stability
"Thursday, May 23, 1974","""Of course, this looks bad; but it can't hurt us as much as giving them the evidence""",Watergate
"Friday, May 24, 1974",[Untitled],Watergate
"Sunday, May 26, 1974",[Untitled],Watergate
"Tuesday, May 28, 1974","""Your Works Seems To Be Cut Out For You""",Watergate
"Wednesday, May 29, 1974","""Help! Let Go Of That Tentacle""",US Economy
"Thursday, May 30, 1974","""What Was Your House Going To Be Made Of?""",US Economy
"Friday, May 31, 1974",[Untitled],Watergate
"Sunday, June 2, 1974",[Untitled],Nixon Administration
"Tuesday, June 4, 1974","""Does It Seem To You To Be Getting A Little Close In Here?""",Watergate
"Wednesday, June 5, 1974","""Self-Destructed""",Watergate
"Thursday, June 6, 1974",Bubble Dance,Watergate
"Friday, June 7, 1974","""Chief, That Stone Wall Has Handwriting On It""",Watergate
"Sunday, June 9, 1974","""You see, he's not a common criminal like us. He was chief law-enforcement officer of the U.S.""",Watergate
"Tuesday, June 11, 1974",The Extra Load,United States Postal Service
"Wednesday, June 12, 1974",Sudden Storm,Nixon Administration
"Thursday, June 13, 1974","""Oops, Oop, And Away""",Nixon Administration
"Friday, June 14, 1974",The Pyramids At Home,Watergate
"Sunday, June 16, 1974","""Help! Call The Plumbers! Something Been Leaked From A Congressional Committee!""",Watergate
"Tuesday, June 18, 1974","""How Would Each Of You Fellows Like A Nuclear Reactor?""",Watergate
"Wednesday, June 19, 1974",[Untitled],Watergate
"Thursday, June 20, 1974","""Ma'am, Would You Mind Throwing Your Pocketbook At Him?""",Nixon Administration
"Friday, June 21, 1974",On The Trail,Watergate
"Sunday, June 23, 1974","""You Wouldn't Walk Over Your Own Leader, Would You?""",Watergate
"Tuesday, June 25, 1974","""Remember The Good Old Days When We Only Worried About Russia Getting One?""",World Stability
"Wednesday, June 26, 1974","""Rest Assured, I'm Watching It All The Time""",Nixon Administration
"Thursday, June 27, 1974","""Still Rising""",US Economy
"Friday, June 28, 1974","""Just A Little Farther -- We're Almost There""",Watergate
"Sunday, June 30, 1974","""First The Good News --""",US Economy
"Tuesday, July 2, 1974","Animal Farm, 1974",Watergate
"Wednesday, July 3, 1974","""Then we get another delay, then you go abroad again, then the foreign leaders return those visits -- that takes us up to the bicentennial --""",Watergate
"Thursday, July 4, 1974","""I'm Getting Tired Of These Summit Trips""",US Economy
"Friday, July 5, 1974","""It's A Little Idea We Got From The Kremlin""",Watergate
"Sunday, July 7, 1974","""Lean Over Backward Just A Little More So You'll Appear In The Best Light""",Watergate
"Tuesday, July 9, 1974",[Untitled],US Economy
"Wednesday, July 10, 1974","""We've mismanaged the economy again, dear -- we didn't insist on paying more taxes""",US Economy
"Thursday, July 11, 1974",Missing Part,Watergate
"Friday, July 12, 1974","""Pat, Here's Some Good Republican Campaign Fun Earrings To Go With That Good Old Respectable Republican Cloth Coat""","Nixon, Richard"
"Sunday, July 14, 1974",[Untitled],Watergate
"Tuesday, July 16, 1974",The Other Cover-Up,Watergate
"Wednesday, July 17, 1974","""Be fair! How about the times he has NOT made personal use of campaign funds or hired 'plumbers' or chiseled on his taxes or promoted cover-ups ...""",Watergate
"Thursday, July 18, 1974","""It Kind Of Helps You Understand How They Managed Watergate""",Nixon Administration
"Friday, July 19, 1974","""You clods will take what we give you when we decide to give it you""",Watergate
"Sunday, July 21, 1974","""How Can They Say He Hasn't Faithfully Executed The Laws?""",Watergate
"Monday, July 22, 1974","""First The Bad News, The The Worse News""",Nixon Administration
"Tuesday, July 23, 1974","""Uh -- You're Not Quite In Tune With Us""",Watergate
"Wednesday, July 24, 1974","""Jump""",Watergate
"Thursday, July 25, 1974",[Untitled],Watergate
"Friday, July 26, 1974","""Relatively Speaking, I'm Not Doing So Bad""",Watergate
"Sunday, July 28, 1974",Tidal Wave,Watergate
"Tuesday, July 30, 1974","""Sir, He Says He Has An Appointment With You""",Watergate
"Wednesday, July 31, 1974","""Gee, Doc, They Told Me You'd Cut Me To Pieces""",Watergate
"Thursday, August 1, 1974","""We Have A New Plan To Keep The Wolf From The Door. We're Going To Go Call It A Dog""",Nixon Administration
"Friday, August 2, 1974","""Remember, You Heard It Here First""",US Economy
"Sunday, August 4, 1974","""Patience -- It Can't Keep On Burning At This Rate""",Nixon Administration
"Tuesday, August 6, 1974",Inch By Inch,Watergate
"Wednesday, August 7, 1974",[Untitled],Watergate
"Thursday, August 8, 1974",[Untitled],Watergate
"Saturday, August 10, 1974",[Untitled],Watergate
"Sunday, August 11, 1974",New Book,Ford Administration
"Tuesday, August 13, 1974","""I Don't Quite Know How To Say This, But There's A President In Our Future""",Automotive Industry
"Wednesday, August 14, 1974","""Look -- Why don't you re-open the pool for yourself, and re-open regular press conferences for the press?""",Ford Administration
"Thursday, August 15, 1974","""I Hope They Can Find Us Up Here""",US Economy
"Thursday, September 12, 1974",The Long National Nightmare Goes On,Watergate
"Friday, September 13, 1974","""... I, as President, have the constitutional power to firmly shut and seal this book."" -- Gerald R. Ford, September 8, 1974",Watergate
"Tuesday, September 24, 1974","""All I know is, we were told to ship it to San Clemente with a get-well-soon card""",Watergate
"Wednesday, September 25, 1974","""What's The Latest From The Economic Summit?""",US Economy
"Thursday, September 26, 1974","""Let's see, I think that was the question he answered with 'Hiya, fella -- good to see ya'""",Ford Administration
"Friday, September 27, 1974","""It's common practice to interfere with other governments -- if they're elected, that is""",Ford Administration
"Sunday, September 29, 1974","""Don't expect immediate improvement. Remember, we didn't get you into this mess overnight""",Ford Administration
"Tuesday, October 1, 1974","""Last Year You Said You Were Going To Cut Down""",US Economy
"Wednesday, October 2, 1974","""How Come We're Always Up In The Front Lines?""",Ford Administration
"Thursday, October 3, 1974","""He Is The Very Model Of A Modern NATO General""",Ford Administration
"Friday, October 4, 1974","""Please -- Not In My Bowl Of Soup""",Ford Administration
"Sunday, October 6, 1974","""I Get Economic Reports Regularly In My Grocery Bags""",Ford Administration
"Tuesday, October 8, 1974","""Ready?""",Ford Administration
"Wednesday, October 9, 1974","""Can't I Have Bigger Button Or Something?""","Congressional Elections, 1974"
"Thursday, October 10, 1974",Trumpet Call,Ford Administration
"Friday, October 11, 1974","""Hey -- It Reads Like One Of Them Presidential Pardons""",Civil Rights
"Sunday, October 13, 1974","""He Keeps Looking Smaller""",Ford Administration
"Tuesday, October 15, 1974","""Nice Run, But The Goal Line Is Over There""",Watergate
"Wednesday, October 16, 1974","""Don't Forget To Wear Your WIN Button""",Ford Administration
"Thursday, October 17, 1974","""Notice The Handsome New Windshield Sticker""","Congressional Elections, 1974"
"Friday, October 18, 1974","""Well We Wanted To Get Them Behind Us""",Ford Administration
"Sunday, October 20, 1974","""I'm Sure Glad To Know All This Was For The Good Of The Country""",Watergate
"Tuesday, October 22, 1974","""You see, he was so busy making generous gifts to public figures ...""",Vice Presidency
"Wednesday, October 23, 1974",Still Grasping In His Hand Of Ice That Banner With The Strange Device,United States Postal Service
"Thursday, October 24, 1974","""You Folks Have To Tighten Your Belts And Bite The Democrats""","Congressional Elections, 1974"
"Friday, October 25, 1974","""Some Of Those Greek Ruins Are Moving""",Greece
"Sunday, October 27, 1974","""Just The Shirt, Pants And Wallet -- You Can Keep The Button""","Congressional Elections, 1974"
"Tuesday, October 29, 1974","""Keep An Eye On Those Ayrabs, Boy""",US Economy
"Wednesday, October 30, 1974","""Remember -- Don't vote for anyone who would interfere with the way we've been handling things""",Ford Administration
"Thursday, October 31, 1974","""They Certainly Have A Firm Policy On That, Anyhow""",Ford Administration
"Friday, November 1, 1974","""We're Moving Right Along""",Ford Administration
"Sunday, November 3, 1974","""Sales Are Down -- The Obvious Solution Is To Raise Prices Again""",Automotive Industry
"Tuesday, November 5, 1974","""And Now For The Main Course""","Congressional Elections, 1974"
"Wednesday, November 6, 1974","""And Now, How Many Lumps?""",US Economy
"Thursday, November 7, 1974","""Welcome To The Great Outdoors""","Congressional Elections, 1974"
"Friday, November 8, 1974","""So Much For The Preliminaries. Your First Real Match Will Be --""",Congress
"Sunday, November 10, 1974","""We Made It Over That Bridge All Right""",Ford Administration
"Tuesday, November 12, 1974","""Your Phantom Jets And Missiles Are Ready, Sir. Will There Be Anything Else?""",Ford Administration
"Wednesday, November 13, 1974","""It's Beginning To Look As If Something Is Amiss""",Ford Administration
"Thursday, November 14, 1974","""I don't believe in such books, but I okayed it, but it involved raising all that money, but then I forgot all about it, but then ...""",Vice Presidency
"Friday, November 15, 1974","""How Did He Get There And How Many Others Like Him Do We Have?""",Ford Administration
"Sunday, November 17, 1974",Hunger,Ford Administration
"Tuesday, November 19, 1974","""You Were Protecting Me?""",Nixon Administration
"Wednesday, November 20, 1974",[Untitled],Ford Administration
"Thursday, November 21, 1974","""You Don't Make ME Feel Secure""",FBI
"Friday, November 22, 1974",[Untitled],"Congressional Elections, 1974"
"Sunday, November 24, 1974","""Don't Be Petty -- A Man With All That Money Can't Be Bothered With Details""",Vice Presidency
"Tuesday, November 26, 1974",Gunsight,United Nations
"Wednesday, November 27, 1974","""What Did People Find So Funny About That Outfit You Wore In Japan?""",Ford Administration
"Thursday, November 28, 1974","""I Think You Can Stop Worrying About Drift And Uncertainty""",Ford Administration
"Friday, November 29, 1974","""It's A Great Step Forward For Everybody Including Us""",Ford Administration
"Sunday, December 1, 1974","""I Think Next Is A Blackface Number -- Followed By The Usual Official Rebuke""",Ford Administration
"Tuesday, December 3, 1974","""Wait! Let Go -- Not That Kind Of Strip Routine""",Congress
"Wednesday, December 4, 1974","""You Say You Feel Insecure -- Lots Of People Feel Insecure""",US Economy
"Thursday, December 5, 1974","""Why Would Anyone Think There's Any Connection?""",Vice Presidency
"Friday, December 6, 1974","""Just What We Needed""",Ford Administration
"Sunday, December 8, 1974","""Yours Looks Nice Too""",Cold War
"Tuesday, December 10, 1974","""Strange -- We Don't Seem To Be Moving Along Very Fast""",Automotive Industry
"Wednesday, December 11, 1974","""What Have You Got In The Way Of A Job?""",Ford Administration
"Thursday, December 12, 1974","""There's No Respect For The Law Any More""",US Economy
"Friday, December 13, 1974",[Untitled],Ford Administration
"Sunday, December 15, 1974","""There's Something Familiar About This Place""",Vice Presidency
"Tuesday, December 17, 1974","""It Says Here The Government Is Going To Let Us Buy Gold""",US Economy
"Wednesday, December 18, 1974",[Untitled],US Economy
"Thursday, December 19, 1974",Christmas Sock,US Economy
"Friday, December 20, 1974",[Untitled],US Economy
"Sunday, December 22, 1974",[Untitled],Ford Administration
"Tuesday, December 24, 1974",The Spy Who Brought In The Cold Chill,CIA
"Thursday, December 26, 1974",[Untitled],Ford Administration
"Friday, December 27, 1974","""And Now For A Look At The Crystal Ball -- As Soon As I Can Find It --""",New Year
"Sunday, December 29, 1974",[Untitled],CIA
"Tuesday, December 31, 1974","""You Mean Actually Get Into The Scuffle, Eh?""",Ford Administration
"Wednesday, January 1, 1975","""Okay, So I'm Not So Good At Geography""",CIA
"Thursday, January 2, 1975",[Untitled],Ford Administration
"Friday, January 3, 1975",The Uncovering Goes On,Watergate
"Sunday, January 5, 1975","""Now For Another Look At The Map""",Ford Administration
"Tuesday, January 7, 1975","""We Understand You've Got A Complaint About Some Of Our Boys""",Ford Administration
"Wednesday, January 8, 1975","""Now For The Bad News --""",Ford Administration
"Thursday, January 9, 1975","The ""Gold Rush"" Of '75",US Economy
"Friday, January 10, 1975","""I Can't Wait To See This Year's New Line Of Excuses""",Automotive Industry
"Sunday, January 12, 1975","""It's A Pleasure To Recognize A Fellow Idealist""",Middle East
"Tuesday, January 14, 1975","""Wait For Your Leader, Dammit!""",Ford Administration
"Wednesday, January 15, 1975",[Untitled],US Economy
"Thursday, January 16, 1975","""Hold It! First, The Tax Rebate -- Then The Oil Boost -- And The Gas Bill -- Then The Amount Dad Won't Get In Social Security -- Then --""",US Economy
"Friday, January 17, 1975",American Revolution Bicentennial,Congress
"Sunday, January 19, 1975",Towering Inferno,US Economy
"Tuesday, January 21, 1975","""There's Nothing Here -- There's Nothing Here -- Uh -- There's Nothing Here To Speak Of""",Domestic Spying
"Wednesday, January 22, 1975","""I See He's Still Whipping It""",Ford Administration
"Thursday, January 23, 1975",[Untitled],Vietnam War
"Friday, January 24, 1975","""We Have A New Magic Button""",Ford Administration
"Sunday, January 26, 1975",Human Sacrifice,Ford Administration
"Tuesday, January 28, 1975","""It Helps Maintain A Better Balance""",Ford Administration
"Wednesday, January 29, 1975","""Think Of It As Your Contribution To General Thieu""",Ford Administration
"Thursday, January 30, 1975","""You Know Where We Went Wrong? We Didn't Try To Steal The U.S. Government""",Watergate
"Friday, January 31, 1975",Undercover Work,FBI
"Sunday, February 2, 1975","""But A While Ago You Were Complaining That I Wasn't Doing Anything""",Ford Administration
"Tuesday, February 4, 1975","""You're Not Thinking Of Walking Out On Us, Are You?""",Watergate
"Wednesday, February 5, 1975",The Lines,Ford Administration
"Thursday, February 6, 1975","""The End Of The Tunnel Is At Hand""",Ford Administration
"Friday, February 7, 1975",Fuel,Ford Administration
"Sunday, February 9, 1975",[Unemployed],Ford Administration
"Tuesday, February 11, 1975","""We Have Sort Of An Accord Already -- All The Countries Agree They Want More Arms""",Ford Administration
"Wednesday, February 12, 1975","""Don't I Remind You Of Harry Truman?""",Ford Administration
"Thursday, February 13, 1975","""Oh, Dandy -- Just What We've Been Needing""",Ford Administration
"Friday, February 14, 1975",[Untitled],Ford Administration
"Sunday, February 16, 1975","""Patience -- We Think That By The End Of 1976 ...""",Ford Administration
"Tuesday, February 18, 1975","""Well, Sales Are Off A Little Everywhere""",Ford Administration
"Wednesday, February 19, 1975","""Ouch!""",Ford Administration
"Thursday, February 20, 1975",Creation Of Life,Women's Issues
"Friday, February 21, 1975","""Down, Down, Down. Would The Fall Never Come To An End?"" -- Alice In Wonderland",US Economy
"Sunday, February 23, 1975","""My Dear Fellow, You Seem To Be Hurt. Let Me Help You""",Oil Industry
