Date of Cartoon,Title,Major Subject
"Tuesday, May 24, 1949","""After Him, Boy!""",Congress
"Wednesday, May 25, 1949","""If Cutting Is Good, More Cutting Must Be Better""",Truman Administration
"Thursday, May 26, 1949","""Hell With The Uranium -- Here's What We're After""",Truman Administration
"Friday, May 27, 1949",Congressional Calendar,Congress
"Sunday, May 29, 1949","""I'm Always True To You, Darling, In My Fashion""",Truman Administration
"Monday, May 30, 1949","They're Playing Their Cards A Little Cautiously, Now --'",Cold War
"Tuesday, May 31, 1949","""Hello -- What's The Latest?""",Cold War
"Wednesday, June 1, 1949","""Never Mind About Breathing. This Is For Security""",Cold War
"Thursday, June 2, 1949","""Don't You Know We're Economizing?""",Congress
"Friday, June 3, 1949",Thinker,Congress
"Sunday, June 5, 1949","""Wait -- There's Been Some Mistake!""",Congress
"Monday, June 6, 1949","""But Officer, I'm Just Waiting For A Street Corps""",France
"Tuesday, June 7, 1949","""Terrible If They Had To Work In Warm Weather""",Congress
"Wednesday, June 8, 1949","""You Got Him Strung Up Yet, Boy?""",Congress
"Thursday, June 9, 1949","""Get Back In That Dungeon!""",Senate
"Friday, June 10, 1949","""Wheeee!""",Anti-Communism
"Sunday, June 12, 1949","""Our Job Is Not Get Secrets But To Get Caught. This Drives The Americans Crazy With Fear""",Cold War
"Monday, June 13, 1949","""Let 'Em Get Their Information Somewhere Else""",Cold War
"Tuesday, June 14, 1949","""Hello -- F.B.I.? My Neighbor Is Walking Around In The Un-American""",Anti-Communism
"Wednesday, June 15, 1949","""Hey -- They Went That Way!""",US Economy
"Thursday, June 16, 1949","""Okay -- Now To Find Somebody That Can Read""",Anti-Communism
"Friday, June 17, 1949","""Fire!""",Anti-Communism
"Sunday, June 19, 1949",[Untitled],Senate
"Monday, June 20, 1949","""-- So You See There's Really No Need For Housing""",Congress
"Tuesday, June 21, 1949","""Try Some Other Planet""",Senate
"Wednesday, June 22, 1949",A Success! A Triumph! Nobody Spit In Anybody's Eye',Cold War
"Thursday, June 23, 1949","""It's Publicity, But Is It Good?""","Congressional Elections, 1950"
"Friday, June 24, 1949","""In Two Words, Yes And No""",State Rights
"Sunday, June 26, 1949","""... Adder's Fork, And Blind-Worm's Sting, Lizard's Leg, And Howlet's Wing ...""",Anti-Communism
"Monday, June 27, 1949","""I'll Do The Tallying On This One""",Congress
"Tuesday, June 28, 1949","""In The Future, One Ring Will Be Enough""",Truman Administration
"Wednesday, June 29, 1949","""There's A Few Backward Areas On The Hill, Too""",Truman Administration
"Thursday, June 30, 1949",Complete Security,Cold War
"Thursday, June 30, 1949","""And So You Have This Feeling of Being 'Not Wanted'""",Republican Party
"Friday, July 1, 1949",[Untitled],Congress
"Sunday, July 3, 1949","""That's Odd. I Was Just Thinking Of Some Changes, Too.""",Senate
"Monday, July 4, 1949",Maybe It's A Solution To The Unemployment Problem',Anti-Communism
"Tuesday, July 5, 1949","""Mind Stepping Into The Front Office A Minute?""",Republican Party
"Wednesday, July 6, 1949","""Any Statement?""",Weather
"Thursday, July 7, 1949","""How Do You Feel?""",World Stability
"Friday, July 8, 1949","""Of Course, It Isn't The Job I Expected To Give You --""","Presidential Election, 1948"
"Sunday, July 10, 1949","""I Repeat -- We Must Face The Issue Boldly --""",Congress
"Monday, July 11, 1949",[Untitled],Senate
"Tuesday, July 12, 1949","""You Can See We're On A Higher Level This Year""",House Un-American Activities Committee
"Wednesday, July 13, 1949",Earmarked,Senate
"Thursday, July 14, 1949","""Wait -- Let's Start From The Beginning -- If You Have Four Apples --""",World Stability
"Friday, July 15, 1949",Cold Steel,Truman Administration
"Saturday, July 16, 1949","""Thou Shalt Not Read""",Communism
"Sunday, July 17, 1949","""By Gad, Sir -- A Real Government Wouldn't Tolerate Post-War Problems!""",Great Britain
"Monday, July 18, 1949","""Somebody Hid My Suitcase!""",Congress
"Tuesday, July 19, 1949","""You're Trying To Destroy Free Enterprise!""",Congress
"Wednesday, July 20, 1949","""It Is A Far, Far Better Thing That I Do --""",Republican Party
"Thursday, July 21, 1949","""Gentlemen, We're Going To Get Up A Set Of Rules""",Congress
"Friday, July 22, 1949","""I Was Just Tryin' To Do Ya A Favor""",Senate
"Sunday, July 24, 1949",Gilded Cage,World Stability
"Monday, July 25, 1949","""I'm Not Isolationist Any More -- It's Just That I Don't Trust Anybody""",Cold War
"Tuesday, July 26, 1949","""The U.S. Now Has Delicate Relations With Russia, Britain And The Senate Appropriations Committee""",Truman Administration
"Wednesday, July 27, 1949","""Pass Friend, Pass Friend, Pass Friend --""",Cold War
"Thursday, July 28, 1949",Private Power Lines,Senate
"Thursday, July 28, 1949","""You Fellows Mind If We Start The Ball Rolling?""",Senate
"Friday, July 29, 1949","""It Sure Is""",Weather
"Sunday, July 31, 1949","""Guess I'm Sure Of Another Term, Anyhow""",Presidential Elections--Process
"Monday, August 1, 1949",World Powers No. 1 And 2,Cold War
"Tuesday, August 2, 1949","""I'm Afraid Things Are Getting Better""",US Economy
"Wednesday, August 3, 1949","""Want To See Me Blow Out Everything With One Puff?""",World Stability
"Thursday, August 4, 1949","""What Do You Think About John L. Lewis, Senator?""",Senate
"Saturday, August 6, 1949",River Project,Congress
"Saturday, August 6, 1949","""Guess Where I Am Now""",Congress
"Sunday, August 7, 1949","""Know What? We Don't Have To Be For Either Of 'Em""",Truman Administration
"Monday, August 8, 1949","""We Give Sacrifices To Idol. Idol Protect Us.""",World Stability
"Tuesday, August 9, 1949","""What If I Should Meet Somebody I Know In There?""",Congress
"Wednesday, August 10, 1949","""Somebody Talking To Me?""",Truman Administration
"Wednesday, August 10, 1949",Out Of This World,World Stability
"Thursday, August 11, 1949","""Who Hung That On Me?""",Truman Administration
"Friday, August 12, 1949","""Oh, Doctor!""",Truman Administration
"Sunday, August 14, 1949","""The Chiang Government Sure Inspired Some Great Fighting -- In The U.S.""",Truman Administration
"Monday, August 15, 1949","""Stand Back, Kid -- We'll Have To Blast""",Senate
"Tuesday, August 16, 1949","""I Don't Like The Way The Conductor Parts His Hair""",Truman Administration
"Wednesday, August 17, 1949",The Double Whammy,Congress
"Thursday, August 18, 1949","""Same Old Thing -- Shot From Behind""",Truman Administration
"Friday, August 19, 1949","""Just Got Smaller And Smaller And Disappeared""",Congress
"Sunday, August 21, 1949","""Just Because We Stick A Knife In 'Em They Get Sore""",Democratic Party
"Monday, August 22, 1949","""By The Way, I Want You To Meet My Brother""",Cold War
"Tuesday, August 23, 1949","""Communists, Arise!""",Cold War
"Wednesday, August 24, 1949","""One To Squeegee Junction""",Congress
"Thursday, August 25, 1949","""Small World""",World Stability
"Friday, August 26, 1949","""Too Bad We Can't Lock Them In A Room Together Too""",Truman Administration
"Sunday, August 28, 1949",[Untitled],Congress
"Monday, August 29, 1949","""Why Not All Tribes Use-um One Kind Wampum?""",Europe
"Tuesday, August 30, 1949","""Humph!""",Europe
"Wednesday, August 31, 1949","""Come On, Come On -- I Want A Definite Date""",Senate
"Thursday, September 1, 1949","""But Still In Matters Vegetable, Animal, And Mineral, I Am The Very Model Of A Modern Major-General""",Truman Administration
"Friday, September 2, 1949","""Guess I'll See What I Can Do At The Capitol""",Truman Administration
"Sunday, September 4, 1949",The Clenched Fist Salute,Communism
"Monday, September 5, 1949",Audience Participation Program,Congress
"Tuesday, September 6, 1949",The Bent Twigs,Congress
"Wednesday, September 7, 1949","""Make Mine Beefsteak""","Congressional Elections, 1950"
"Thursday, September 8, 1949","""Why, No. Haven't You Got The Combination Either?""",Truman Administration
"Friday, September 9, 1949","""What Do You Think About These For '52?""",Republican Party
"Sunday, September 11, 1949","""Maybe We'd Better Call In The Scientists Again""",Truman Administration
"Monday, September 12, 1949",[Untitled],Congress
"Tuesday, September 13, 1949","""No! No! No!""",Senate
"Wednesday, September 14, 1949","""Well -- We're Off, Anyhow""",World Stability
"Thursday, September 15, 1949","""I Was Only Kidding""",US Economy
"Friday, September 16, 1949",Ajax,Labor
"Sunday, September 18, 1949","""So! Trying To Undermine Me, Eh?""",Communism
"Monday, September 19, 1949","""Well, What's New?""",Congress
"Tuesday, September 20, 1949","""He Doth Bestride The Narrow World Like A Colossus""",US Economy
"Wednesday, September 21, 1949","""I Don't Know Yet""",Great Britain
"Thursday, September 22, 1949","""Think This Crop Is Worth Saving?""",Congress
"Friday, September 23, 1949","""Take It Easy, Pal -- We'll Get You Out Of This""",Republic of China
"Saturday, September 24, 1949",[Untitled],World Stability
"Sunday, September 25, 1949","""... Or Do You Want Me To Do The Talking?""",World Stability
"Monday, September 26, 1949","""Sometimes I Think I Should Get A Pension, Too""",Labor
"Tuesday, September 27, 1949","""You Interested In A Non-Secret Weapon?""",Congress
"Wednesday, September 28, 1949","""Wait -- Let's Not Do Anything Sensible!""",Truman Administration
"Thursday, September 29, 1949","""Keep A Sharp Eye On Those Revolutionists""",Communism
"Friday, September 30, 1949","""Now We'll Try Coming Down The Chimney""",Congress
"Saturday, October 1, 1949","""I'm Sort-Of The U.S. Steel Of Congressmen""",Congress
"Sunday, October 2, 1949","""First, Allow Us To Apologize For Our Country's Decadent Democracy And Our Stupid Freedoms""",Congress
"Monday, October 3, 1949","""Gee -- Each Of 'Em Has A Whole Seat To Himself""",Congress
"Tuesday, October 4, 1949","""And Be Sure You Don't Hickenlooper This Job, See?""",Congress
"Wednesday, October 5, 1949","""Hey -- I Vote Too, You Know""",Congress
"Thursday, October 6, 1949","""Want To Knock Off Some Communist Allies?""",Congress
"Friday, October 7, 1949","""Maybe We Should Give Away Free Dishes""",Congress
"Sunday, October 9, 1949","""You Got A Cold In The Head Or Something?""",Congress
"Monday, October 10, 1949","""I Was Just Bending Over To Batten A Hatch When I Got Shot In The Morale""",Truman Administration
"Tuesday, October 11, 1949",[Untitled],Truman Administration
"Wednesday, October 12, 1949","""What Do You Think, Coach?""",Great Britain
"Thursday, October 13, 1949","""Daylight!""",Senate
"Friday, October 14, 1949","""Just Some Little Memento, Perhaps?""",White House
"Sunday, October 16, 1949","""Well, See You Again Next Year""",Congress
"Monday, October 17, 1949","""There -- Everything Fits""",Congress
"Tuesday, October 18, 1949","""Dear, Dear -- More Labor Troubles""",Labor
"Wednesday, October 19, 1949","""It Must Be Nice To Have  A Home To Hurry Back To""",Congress
"Thursday, October 20, 1949","""It Better Be Good""",United Nations
"Friday, October 21, 1949",The Ramparts We Watch,Truman Administration
"Sunday, October 23, 1949","""-- And This Is The Member From The U.S.S.R.""",United Nations
"Monday, October 24, 1949","""Nighty Night, Sleep Tight""",Congress
"Tuesday, October 25, 1949",Halloween In Europe,Europe
"Wednesday, October 26, 1949","""Great Little Watchdog -- Chases Out All The Help""",Congress
"Thursday, October 27, 1949","""You Lousy Communist!""",Communism
"Friday, October 28, 1949",Exploration,Congress
"Saturday, October 29, 1949","""Let's Offer 'Em A Gold Watch For 50 Years Service""",Labor
"Sunday, October 30, 1949","""Now To Figure A Way To Avoid Using Them""",Cold War
"Monday, October 31, 1949","""... Upset By Radio Commercials On Streetcars? Try Dr. Shmoogle's Soothing Stomach Syrup ...""",Advertising
"Tuesday, November 1, 1949","""Unanimous Consent""",Weddings
"Wednesday, November 2, 1949","""Some So-And-So Threw The Main Switch""",Labor
"Thursday, November 3, 1949","""How You Coming With The Barnacles On Your Side?""",World Economy
"Friday, November 4, 1949","""Want Me To Help Unify You Again?""",Europe
"Sunday, November 6, 1949","""Where Are We Now?'",Congress
"Monday, November 7, 1949","""Maybe We Could Sort-Of Tame Him Gradually""",Truman Administration
"Tuesday, November 8, 1949","""What Say We All Move Into The 20th Century?""",World Economy
"Wednesday, November 9, 1949",Under A Bushel,Anti-Communism
"Thursday, November 10, 1949","""Sometimes I Think He's Getting Too Interested""","Congressional Elections, 1949"
"Friday, November 11, 1949","""Maybe It's A Little Cool For Pole-Sitting Anyhow""",Labor
"Saturday, November 12, 1949",Banner With A Strange Device,Republican Party
"Sunday, November 13, 1949","""Mighty Fancy, Boss -- Where Are We Going?""",Labor
"Monday, November 14, 1949","""Guess Maybe You Don't Know Who I Am, Bud""",Congress
"Tuesday, November 15, 1949","""We'll Have To Do Something About This Some Day""",Air Travel
"Wednesday, November 16, 1949","""Oh-Oh, We May Need A New Building For This One""",Soviet Union
"Thursday, November 17, 1949",Problem Child,Congress
"Thursday, November 17, 1949","""Oh, No! -- No!""",Republican Party
"Friday, November 18, 1949","""Tut Tut, My Good Man -- Don't Mention It""",Labor
"Sunday, November 20, 1949","""I Don't Want You To Think I'm Complaining, But --""",Cold War
"Monday, November 21, 1949","""Hey! Maybe I'm For A Public Health Program After All!""",Congress
"Tuesday, November 22, 1949","""Think Of Anything Yet?""",World Stability
"Wednesday, November 23, 1949","""Now This Is My Idea Of A Real Government""",Congress
"Thursday, November 24, 1949","""He's Great -- Always Manages To Make Us Look Okay""",Coal Industry
"Friday, November 25, 1949","""And Some Day You'll Have A Real One""",Post-Second World War World Order
"Sunday, November 27, 1949","""But This Thing Isn't Getting Any Bigger""",World Stability
"Monday, November 28, 1949","""Never Mind The Atoms. Will They Put This Through?""",Cold War
"Tuesday, November 29, 1949","""Don't Let Me Catch You Guys Discussing What You Hear On This Thing, See?""",Senate
"Wednesday, November 30, 1949","""How Mysterious Can You Get?""",Congress
"Thursday, December 1, 1949","""Now, The First Order Of Business Today --""",Soviet Union
"Friday, December 2, 1949",Breakfast Club,US Economy
"Sunday, December 4, 1949","""Any Time, Any Place""",World Stability
"Monday, December 5, 1949","""How Would You Like An Airplane For Those Trips?""",Congress
"Tuesday, December 6, 1949",[Untitled],"Congressional Elections, 1950"
"Wednesday, December 7, 1949",Such Stuff As Dreams Are Made On,Cold War
"Thursday, December 8, 1949","""Oops -- Almost Forgot My Medicine Kit""",Truman Administration
"Friday, December 9, 1949","""Pump Harder -- This One's Going Down Too!""",Congress
"Sunday, December 11, 1949","""Hm -- You Don't Say!""",Truman Administration
"Monday, December 12, 1949",Christmas Candle,United Nations
"Tuesday, December 13, 1949",[Untitled],In Memoriam
"Tuesday, December 13, 1949",Handwriting On The Great Wall,Republic of China
"Wednesday, December 14, 1949",[Untitled],Truman Administration
"Thursday, December 15, 1949","""Think We'll Have Rain, Brother?""","Congressional Elections, 1950"
"Friday, December 16, 1949","""Hey! Watch It, Bud""",Air Travel
"Sunday, December 18, 1949","""It's A Pleasure To Congratulate Another Elephant""",Australia
"Monday, December 19, 1949",Field Of Combat,Truman Administration
"Tuesday, December 20, 1949","""Hiya, Pop -- Have A Cigar""","Congressional Elections, 1950"
"Wednesday, December 21, 1949","""Say, I Think You've Got A Great Song Here""",Soviet Union
"Thursday, December 22, 1949","""What Other New Models Have You Got?""",Congress
"Friday, December 23, 1949",Conference,Communism
"Sunday, December 25, 1949",[Untitled],Christmas
"Monday, December 26, 1949","""Guess Santa Only Fills Stockings",Truman Administration
"Tuesday, December 27, 1949",[Untitled],Great Britain
"Wednesday, December 28, 1949","""Everybody Hold Still And Look At The Eagle, Now""",US Population
"Thursday, December 29, 1949","""It's A Little Out Of My Line, But He's A Darn Good Man""","Einstein, Albert"
"Friday, December 30, 1949","""Hasn't Changed Much, Has He?""",Truman Administration
